TimePoint,Area,PositionName,StationCode,Latitude,Longitude,AQI,Quality,Measure,Unheathful,NO2,O3,PM10,PM2_5,SO2,NO,NOx
2023-12-06T04:00:00,北京市,房山燕山,3674A,39.7603,115.9577,61,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,59,71,10,1,—,—
2023-12-06T04:00:00,北京市,大兴旧宫,3675A,39.7733,116.4672,24,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,8,47,24,3,3,—,—
2023-12-06T04:00:00,北京市,延庆石河营,3694A,40.4563,115.986,20,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,2,63,17,2,3,—,—
2023-12-06T04:00:00,北京市,怀柔新城,3695A,40.3053,116.6151,20,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,4,61,14,2,3,—,—
2023-12-06T04:00:00,北京市,丰台小屯,3696A,39.8768,116.2545,42,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,8,50,42,6,3,—,—
2023-12-06T04:00:00,北京市,密云镇,3697A,40.3844,116.84,19,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,9,59,16,2,3,—,—
2023-12-06T04:00:00,天津市,勤俭道,1015A,39.1661,117.1444,30,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,10,61,30,6,4,—,—
2023-12-06T04:00:00,天津市,大直沽八号路,1017A,39.1082,117.237,38,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,10,60,38,7,3,—,—
2023-12-06T04:00:00,天津市,前进道,1018A,39.0927,117.202,34,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,10,60,34,9,3,—,—
2023-12-06T04:00:00,天津市,淮河道,1019A,39.2133,117.1837,34,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,12,57,34,8,2,—,—
2023-12-06T04:00:00,天津市,跃进路,1021A,39.0877,117.307,40,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,12,61,40,9,5,—,—
2023-12-06T04:00:00,天津市,第四大街,1023A,39.0343,117.707,74,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,62,11,98,37,5,—,—
2023-12-06T04:00:00,天津市,永明路,1024A,38.8394,117.457,42,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,18,48,42,10,4,—,—
2023-12-06T04:00:00,天津市,汉北路,1026A,39.1587,117.764,84,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,78,3,88,62,6,—,—
2023-12-06T04:00:00,天津市,团泊洼,1027A,38.9194,117.157,32,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,16,50,32,10,4,—,—
2023-12-06T04:00:00,天津市,河西一经路,2858A,39.2474,117.7918,70,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,56,16,89,40,7,—,—
2023-12-06T04:00:00,天津市,津沽路,2859A,38.9846,117.3747,38,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,11,58,38,8,3,—,—
2023-12-06T04:00:00,天津市,宾水西道,2860A,39.0845,117.1589,39,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,14,54,39,8,1,—,—
2023-12-06T04:00:00,天津市,大理道,2922A,39.1067,117.1941,33,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,13,64,33,6,3,—,—
2023-12-06T04:00:00,天津市,中山北路,3020A,39.1699,117.2101,33,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,22,60,33,6,2,—,—
2023-12-06T04:00:00,天津市,西四道,3051A,39.1488,117.3876,46,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,24,43,46,9,3,—,—
2023-12-06T04:00:00,天津市,雍阳西道,3325A,39.3828,117.0365,36,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,16,54,36,6,4,—,—
2023-12-06T04:00:00,天津市,辛老路,3326A,39.0605,117.0296,34,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,11,62,34,7,3,—,—
2023-12-06T04:00:00,天津市,地纬路,3327A,38.9375,116.9638,38,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,12,54,38,7,2,—,—
2023-12-06T04:00:00,天津市,北环路,3460A,40.0583,117.4067,21,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,7,66,18,4,4,—,—
2023-12-06T04:00:00,天津市,建设路,3461A,39.7169,117.3045,34,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,9,65,34,5,7,—,—
2023-12-06T04:00:00,天津市,滨水东路,3462A,39.3521,117.8199,54,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,33,40,57,22,3,—,—
2023-12-06T04:00:00,石家庄市,职工医院,1029A,38.0444,114.4422,177,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,6,65,304,47,1,—,—
2023-12-06T04:00:00,石家庄市,高新区,1030A,38.0266,114.6063,158,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,11,48,266,61,5,—,—
2023-12-06T04:00:00,石家庄市,西北水源,1031A,38.1328,114.4898,184,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,11,56,317,41,3,—,—
2023-12-06T04:00:00,石家庄市,西南高教,1032A,38.0058,114.4586,174,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,3,63,297,51,3,—,—
2023-12-06T04:00:00,石家庄市,世纪公园,1033A,38.0178,114.5331,141,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,4,62,232,47,1,—,—
2023-12-06T04:00:00,石家庄市,人民会堂,1034A,38.0457,114.509,164,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,5,61,277,50,2,—,—
2023-12-06T04:00:00,石家庄市,封龙山,1035A,37.8911,114.3524,419,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,6,60,519,68,4,—,—
2023-12-06T04:00:00,石家庄市,22中南校区,2862A,38.0378,114.5481,139,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,8,51,228,47,2,—,—
2023-12-06T04:00:00,石家庄市,鹿泉一中,3456A,38.0906,114.289,229,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,11,71,370,51,3,—,—
2023-12-06T04:00:00,石家庄市,藁城区实验学校,3573A,38.0322033,114.8506765,151,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,10,57,252,61,5,—,—
2023-12-06T04:00:00,石家庄市,井陉矿区区委大楼,3574A,38.0591645,114.0504658,458,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,11,57,558,73,6,—,—
2023-12-06T04:00:00,石家庄市,栾城区星河路,4024A,37.9020,114.6549,175,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,20,52,299,64,8,—,—
2023-12-06T04:00:00,秦皇岛市,北戴河环保局,1042A,39.8207,119.5134,140,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,90,8,163,107,31,—,—
2023-12-06T04:00:00,秦皇岛市,第一关,1043A,40.0116,119.7493,43,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,12,65,40,30,7,—,—
2023-12-06T04:00:00,秦皇岛市,监测站,1044A,39.9499,119.5897,140,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,98,3,152,107,21,—,—
2023-12-06T04:00:00,秦皇岛市,建设大厦,1046A,39.9041,119.5251,101,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,61,19,151,70,18,—,—
2023-12-06T04:00:00,秦皇岛市,文明里,3132A,39.943889,119.610547,119,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,84,5,180,90,21,—,—
2023-12-06T04:00:00,邯郸市,东污水处理厂,1048A,36.6116,114.5302,205,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,5,59,353,68,3,—,—
2023-12-06T04:00:00,邯郸市,矿院,1049A,36.5713,114.4918,—,—,—,—,—,—,—,—,—,—,—
2023-12-06T04:00:00,邯郸市,丛台公园,1050A,36.6133,114.484,158,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,6,63,266,60,1,—,—
2023-12-06T04:00:00,邯郸市,香泉濮院小区,3458A,36.5593,114.7895,382,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,2,66,485,74,6,—,—
2023-12-06T04:00:00,邯郸市,永年区实验高中,3579A,36.77178,114.50634,228,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,6,65,369,83,3,—,—
2023-12-06T04:00:00,邯郸市,峰峰矿区临水派出所,3580A,36.44293,114.20016,159,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,5,68,268,56,4,—,—
2023-12-06T04:00:00,邢台市,达活泉,1077A,37.0886,114.4704,330,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,2,79,444,62,3,—,—
2023-12-06T04:00:00,邢台市,邢师高专,1078A,37.0349,114.5062,342,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,6,71,453,84,4,—,—
2023-12-06T04:00:00,邢台市,路桥公司,1079A,37.0851,114.5237,178,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,6,70,305,51,2,—,—
2023-12-06T04:00:00,邢台市,市环保局,1080A,37.0719,114.4725,355,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,14,63,464,80,3,—,—
2023-12-06T04:00:00,保定市,游泳馆,1051A,38.8632,115.493,83,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,12,68,116,18,5,—,—
2023-12-06T04:00:00,保定市,华电二区,1052A,38.8959,115.5213,77,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,22,52,104,21,3,—,—
2023-12-06T04:00:00,保定市,接待中心,1053A,38.9108,115.4713,81,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,4,59,111,28,4,—,—
2023-12-06T04:00:00,保定市,地表水厂,1054A,38.8416,115.4612,90,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,24,41,130,26,5,—,—
2023-12-06T04:00:00,保定市,监测站,1056A,38.8639,115.5086,85,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,11,59,119,33,4,—,—
2023-12-06T04:00:00,保定市,满城区生态环境分局,3581A,38.95208,115.31981,87,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,11,64,124,14,3,—,—
2023-12-06T04:00:00,保定市,清苑区第二中学,3582A,38.76408,115.47694,104,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,56,13,157,50,8,—,—
2023-12-06T04:00:00,保定市,徐水物探局,3583A,39.02311,115.62909,128,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,10,62,205,9,4,—,—
2023-12-06T04:00:00,保定市,双鹰农机,4004A,38.8656,115.4202,79,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,6,62,107,32,5,—,—
2023-12-06T04:00:00,承德市,铁路,1062A,40.9081,117.9531,56,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,7,55,62,3,6,—,—
2023-12-06T04:00:00,承德市,中国银行,1063A,40.9763,117.9392,54,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,6,58,57,3,6,—,—
2023-12-06T04:00:00,承德市,开发区,1064A,40.928,117.9503,57,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,8,58,64,25,7,—,—
2023-12-06T04:00:00,承德市,文化中心,1065A,40.9655,117.8051,57,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,6,60,63,2,3,—,—
2023-12-06T04:00:00,承德市,离宫,1066A,41.0026,117.9268,55,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,3,50,60,13,1,—,—
2023-12-06T04:00:00,衡水市,电机北厂,1074A,37.7541,115.6838,207,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,73,6,247,157,15,—,—
2023-12-06T04:00:00,衡水市,市监测站,1075A,37.7316,115.6303,192,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,94,4,242,144,13,—,—
2023-12-06T04:00:00,衡水市,市城管局,3188A,37.7217,115.6683,188,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,77,9,264,141,12,—,—
2023-12-06T04:00:00,衡水市,地表水厂,3459A,37.5491,115.5989,220,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,71,11,280,170,10,—,—
2023-12-06T04:00:00,张家口市,人民公园,1057A,40.8336,114.8883,55,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,4,48,60,13,3,—,—
2023-12-06T04:00:00,张家口市,五金库,1059A,40.8042,114.8687,51,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,4,58,51,2,2,—,—
2023-12-06T04:00:00,张家口市,世纪豪园,1060A,40.762,114.8902,49,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,4,56,49,7,3,—,—
2023-12-06T04:00:00,张家口市,北泵房,1061A,40.8661,114.8916,53,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,5,46,55,3,6,—,—
2023-12-06T04:00:00,张家口市,烟厂,3131A,40.7993,114.879,54,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,6,53,57,18,1,—,—
2023-12-06T04:00:00,张家口市,青少年活动中心,3323A,40.9724,115.2773,44,优,各类人群可正常活动,空气质量令人满意，基本无空气污染,1,61,44,12,3,—,—
2023-12-06T04:00:00,廊坊市,药材公司,1067A,39.5111,116.6708,60,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,14,59,69,8,1,—,—
2023-12-06T04:00:00,廊坊市,开发区,1068A,39.5589,116.7214,53,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,13,61,56,6,1,—,—
2023-12-06T04:00:00,廊坊市,北华航天学院,1070A,39.5269,116.7244,59,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,15,58,68,2,6,—,—
2023-12-06T04:00:00,廊坊市,河北工业大学,2919A,39.5453,116.7022,60,良,极少数异常敏感人群应减少户外活动,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,6,57,70,6,5,—,—
2023-12-06T04:00:00,唐山市,雷达站,1037A,39.6363,118.131,162,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,89,1,172,123,6,—,—
2023-12-06T04:00:00,唐山市,物资局,1038A,39.6334,118.1725,127,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,90,4,155,96,9,—,—
2023-12-06T04:00:00,唐山市,十二中,1040A,39.6506,118.1705,123,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,98,1,163,93,6,—,—
2023-12-06T04:00:00,唐山市,小山,1041A,39.622,118.1869,127,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,96,3,141,96,7,—,—
2023-12-06T04:00:00,唐山市,冀东油田职工医院,3457A,39.2762,118.4359,165,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,97,5,185,125,17,—,—
2023-12-06T04:00:00,唐山市,正泰大街热力站,3575A,39.58089,118.09279,108,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,65,3,136,81,5,—,—
2023-12-06T04:00:00,唐山市,丰润区政府,3576A,39.8322,118.1562,223,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,97,2,233,173,22,—,—
2023-12-06T04:00:00,唐山市,金山小学,3577A,39.73809,118.43673,231,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,103,2,267,181,12,—,—
2023-12-06T04:00:00,唐山市,政府服务中心,3578A,39.66941,118.24498,156,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,108,4,156,119,7,—,—
2023-12-06T04:00:00,唐山市,消防缸窑路中队,3692A,39.6585,118.2059,130,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,88,5,165,99,14,—,—
2023-12-06T04:00:00,唐山市,路南电大,3693A,39.6202,118.1436,134,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,84,1,150,102,5,—,—
2023-12-06T04:00:00,沧州市,沧县城建局,1071A,38.2991,116.8842,130,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,90,13,190,99,10,—,—
2023-12-06T04:00:00,沧州市,电视转播站,1072A,38.3254,116.8584,168,中度污染,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,101,4,191,127,12,—,—
2023-12-06T04:00:00,沧州市,市环保局,1073A,38.3228,116.8709,149,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,84,6,165,114,8,—,—
2023-12-06T04:00:00,沧州市,河北水利电力学院,3324A,38.3004,116.8136,213,重度污染,儿童、老年人和心脏病、肺病患者应停留在室内，停止户外运动，一般人群减少户外运动,心脏病和肺病患者症状显著加剧，运动耐受力降低，健康人群普遍出现症状,106,1,254,163,19,—,—
2023-12-06T04:00:00,雄安新区,容城县环境保护局,3584A,39.0341,115.8844,109,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,64,7,167,63,10,—,—
2023-12-06T04:00:00,雄安新区,河北容城中学,3585A,39.0645,115.8665,108,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,74,9,166,46,8,—,—
2023-12-06T04:00:00,雄安新区,安新县民政局,3586A,38.9405,115.923,126,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,94,3,201,90,12,—,—
2023-12-06T04:00:00,雄安新区,安新县电力局,3587A,38.9338,115.9324,114,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,90,3,178,73,9,—,—
2023-12-06T04:00:00,雄安新区,雄县环境保护局,3588A,38.9816,116.0901,145,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,108,4,232,111,15,—,—
2023-12-06T04:00:00,雄安新区,雄县国土资源局,3589A,39.0046,116.1105,128,轻度污染,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,易感人群症状有轻度加剧，健康人群出现刺激症状,96,1,205,96,21,—,—
2023-12-06T04:00:00,太原市,尖草坪,1081A,37.8873,112.522,500,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,7,70,618,133,3,—,—
2023-12-06T04:00:00,太原市,上兰,1083A,38.0108,112.434,495,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,3,67,595,118,4,—,—
2023-12-06T04:00:00,太原市,晋源,1084A,37.7124,112.469,443,严重污染,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,9,69,543,116,6,—,—
